timestamp,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z
1734220055.6251361,0.5293402075767517,0.27178922295570374,-0.1570495218038559,0.42135727405548096,0.2803291976451874,-0.06447523087263107,0.600066602230072,0.29459860920906067,-0.18653343617916107,0.35268762707710266,0.29959836602211,-0.02493276447057724,0.6718612909317017,0.2832321226596832,-0.25625717639923096,0.2826533615589142,0.286501944065094,-0.08534753322601318,0.5038647055625916,0.5536261796951294,-0.025016043335199356,0.447660356760025,0.5571503639221191,0.025134440511465073,0.5117424130439758,0.7329772710800171,-0.010897502303123474,0.44515088200569153,0.7372204065322876,0.09147391468286514,0.499681293964386,0.8914927244186401,0.12490319460630417,0.4620153307914734,0.8875396847724915,0.2393655925989151
1734220055.754466,0.5280663371086121,0.2713240087032318,-0.15700532495975494,0.42139139771461487,0.28000515699386597,-0.05138681083917618,0.5989252328872681,0.29467037320137024,-0.19176402688026428,0.3526340425014496,0.29993292689323425,-0.0039627281948924065,0.6651282906532288,0.28734201192855835,-0.27347317337989807,0.28319722414016724,0.286264568567276,-0.05950392782688141,0.5038151741027832,0.5530843138694763,-0.030277512967586517,0.44769734144210815,0.5562101602554321,0.030458105728030205,0.5117310881614685,0.7324092984199524,-0.03181658312678337,0.44527360796928406,0.735103964805603,0.0930142030119896,0.5014800429344177,0.8915128707885742,0.09772957861423492,0.4620821177959442,0.8876822590827942,0.2410401552915573
1734220055.794546,0.5274866819381714,0.27068424224853516,-0.15765875577926636,0.4214372932910919,0.27923402190208435,-0.0494999885559082,0.5979949235916138,0.2947372794151306,-0.1943368762731552,0.3526339828968048,0.3002297580242157,-0.005316237453371286,0.662151575088501,0.29005223512649536,-0.27709683775901794,0.28341707587242126,0.2834615111351013,-0.0667339488863945,0.5036627650260925,0.5526407361030579,-0.03336774930357933,0.44769880175590515,0.5553349852561951,0.0335589274764061,0.5116547346115112,0.732073962688446,-0.04169464856386185,0.4452759921550751,0.7338822484016418,0.10072784870862961,0.5022230744361877,0.8915320634841919,0.08353617042303085,0.4620925188064575,0.8877154588699341,0.25412312150001526
1734220055.835215,0.5268855690956116,0.27027255296707153,-0.15667875111103058,0.4214232265949249,0.2789294719696045,-0.05032207816839218,0.5969507098197937,0.29471561312675476,-0.19276323914527893,0.35256555676460266,0.30229076743125916,-0.008349591866135597,0.6604635119438171,0.2908942699432373,-0.2736305296421051,0.28433963656425476,0.2821026146411896,-0.07398249953985214,0.5036064982414246,0.5521060228347778,-0.03413018956780434,0.44771116971969604,0.5545434951782227,0.03431306779384613,0.5116403102874756,0.731087327003479,-0.0418117456138134,0.4453345537185669,0.7330479621887207,0.10250222682952881,0.5026086568832397,0.891533374786377,0.0845758393406868,0.4620943069458008,0.8876997828483582,0.25704583525657654
1734220055.8756568,0.5266720056533813,0.2702363431453705,-0.14491821825504303,0.4214247763156891,0.27898886799812317,-0.04224376007914543,0.5969644784927368,0.294842004776001,-0.17775776982307434,0.35211271047592163,0.3052801489830017,-0.0001897028851089999,0.6611195802688599,0.29063114523887634,-0.26571688055992126,0.2863558530807495,0.28212770819664,-0.06617646664381027,0.5036068558692932,0.55184006690979,-0.033888380974531174,0.4477803111076355,0.5542540550231934,0.034056831151247025,0.5117599964141846,0.7308318614959717,-0.039798591285943985,0.4457257091999054,0.7327380776405334,0.09916567802429199,0.5028112530708313,0.8915643692016602,0.09171079099178314,0.46211475133895874,0.8878358006477356,0.253014475107193
1734220055.9174888,0.5260679721832275,0.2702544331550598,-0.1447322815656662,0.4214059114456177,0.27910909056663513,-0.04369735345244408,0.5966677069664001,0.29529398679733276,-0.1769888997077942,0.35214799642562866,0.30664387345314026,0.0024949999060481787,0.6607450842857361,0.2912936508655548,-0.2655344009399414,0.28770822286605835,0.28224286437034607,-0.05583493039011955,0.5035056471824646,0.5516871213912964,-0.03410066291689873,0.447875440120697,0.5540904998779297,0.03427277132868767,0.5118228197097778,0.7306981086730957,-0.038419272750616074,0.4460970461368561,0.731776773929596,0.10437071323394775,0.5031703114509583,0.8915697932243347,0.08581153303384781,0.4622470438480377,0.8875395059585571,0.2555868327617645
1734220055.955072,0.5260942578315735,0.2701491713523865,-0.13911516964435577,0.42154115438461304,0.27919822931289673,-0.037052880972623825,0.5966503024101257,0.29592835903167725,-0.1715715378522873,0.35238391160964966,0.30737361311912537,0.012906271032989025,0.6606996059417725,0.2911234498023987,-0.262373149394989,0.2891203463077545,0.2836843729019165,-0.045566342771053314,0.5035281181335449,0.5513744354248047,-0.033912695944309235,0.447929710149765,0.5540544986724854,0.0340835303068161,0.5118438601493835,0.7305023074150085,-0.03683282062411308,0.4464167058467865,0.7315958738327026,0.10348477214574814,0.5031431913375854,0.8913533687591553,0.09042001515626907,0.4623030722141266,0.8875618577003479,0.2557097375392914
1734220055.9924061,0.5259702801704407,0.2700904309749603,-0.13601920008659363,0.42154282331466675,0.27920740842819214,-0.03727785870432854,0.5963147878646851,0.29683104157447815,-0.16531342267990112,0.35246357321739197,0.30836713314056396,0.008390196599066257,0.6598194241523743,0.2914281189441681,-0.25533291697502136,0.29022857546806335,0.28477412462234497,-0.05362970754504204,0.5035191774368286,0.5509812235832214,-0.03366164118051529,0.44795069098472595,0.553892195224762,0.03382979333400726,0.5118147730827332,0.7303599715232849,-0.035576242953538895,0.4464758336544037,0.731442391872406,0.1025896742939949,0.5031212568283081,0.8909544348716736,0.09180596470832825,0.46231821179389954,0.8875164985656738,0.25541219115257263
1734220056.029574,0.5258854627609253,0.27008745074272156,-0.13602043688297272,0.4215625524520874,0.2792169153690338,-0.03768132999539375,0.5958273410797119,0.29783061146736145,-0.1644248515367508,0.3524834215641022,0.3092852532863617,0.007441669702529907,0.6597051620483398,0.29253333806991577,-0.25262391567230225,0.2905198633670807,0.2849608361721039,-0.055956147611141205,0.5033137798309326,0.5508929491043091,-0.03352254256606102,0.44780007004737854,0.5538815259933472,0.03369153290987015,0.5117757320404053,0.7303006052970886,-0.03439139574766159,0.44645848870277405,0.7314714193344116,0.0951758399605751,0.503113329410553,0.890582263469696,0.09769506007432938,0.46232298016548157,0.8876298666000366,0.24591556191444397
1734220056.072108,0.52585369348526,0.2700865864753723,-0.13788075745105743,0.4216476380825043,0.27923640608787537,-0.038346368819475174,0.5955639481544495,0.29841798543930054,-0.1671021729707718,0.3529420793056488,0.3096902072429657,0.010610672645270824,0.6597166061401367,0.2931410074234009,-0.2537578344345093,0.29057231545448303,0.28379273414611816,-0.04792783781886101,0.5031698346138,0.5508852005004883,-0.0333983488380909,0.4476367235183716,0.5538833141326904,0.03356723487377167,0.5117272138595581,0.7303104400634766,-0.03399370238184929,0.4464385211467743,0.731600821018219,0.09147612005472183,0.5031201839447021,0.8904754519462585,0.10043845325708389,0.46233832836151123,0.8880237936973572,0.24189655482769012
